active,birthDate,birthPlace,createdBy,createdDate,customerName,flagWa,handphoneNo,idAddress,idKabkot,idKabkotDesc,idKecamatan,idKecamatanDesc,idKelurahan,idKelurahanDesc,idName,idNo,idProvinsi,idProvinsiDesc,idRtrw,idType,modifiedBy,modifiedDate,orderNo,waNo,zipcode
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
0,2021-06-23T11:34:08.666Z,IND,IND,2021-06-23T11:34:08.666Z,IND,0,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IN,IND,IND,IND,IND,2021-06-23T11:34:08.666Z,,IND,IND
